method,n_strata,zx_influence_scale,ARI_mean,ARI_sd,ARI_se,ARI_ci95,C1_heterogeneity_mean,C1_heterogeneity_sd,C1_heterogeneity_se,C1_heterogeneity_ci95,W_true_mean,W_true_sd,W_true_se,W_true_ci95,W_est_mean,W_est_sd,W_est_se,W_est_ci95,bias_crude_mean,bias_crude_sd,bias_crude_se,bias_crude_ci95,bias_stratified_mean,bias_stratified_sd,bias_stratified_se,bias_stratified_ci95,bias_reduction_mean,bias_reduction_sd,bias_reduction_se,bias_reduction_ci95,bias_reduction_relative_mean,bias_reduction_relative_sd,bias_reduction_relative_se,bias_reduction_relative_ci95,abs_bias_crude_mean,abs_bias_stratified_mean,abs_bias_crude_se,abs_bias_stratified_se
2A_PCA_k1,3,1.0,0.023531053803476098,0.003615657047560466,0.0005113311233549873,0.001002209001775775,0.8476507691124905,0.23950065905644477,0.03387050802349188,0.0663861957260441,0.30190381975812264,0.0283634207205937,0.004011193425835767,0.007861939114638105,0.11749288669193124,0.11857113275144775,0.016768490404303806,0.03286624119243546,0.019020562654715214,0.015148591769945055,0.0021423343931909746,0.004198975410654311,0.01744916295276213,0.013119581331150328,0.0018553889851169656,0.0036365624108292524,0.00157139970195308,0.008993869578765532,0.001271925233650501,0.002492973457954982,0.08261583689605168,5.609566139037954,0.0626652513448269,1.5548924045198451,0.019020562654715214,0.01744916295276213,0.0021423343931909746,0.0018553889851169656
2A_PCA_k1,5,0.3,0.001674710306776299,0.0018542275471357852,0.00026222737448852246,0.0005139656539975041,0.882996680055262,0.20061738367182558,0.028371582483650244,0.055608301667954475,0.028804576555926963,0.024561465912829608,0.0034735158205688103,0.006808091008314868,0.06330872931610472,0.08143783303475857,0.011517048796803124,0.022573415641734124,0.0167407197537589,0.012980445470621526,0.0018357122030197375,0.0035979959179186856,0.016127791117528163,0.01237082232891886,0.0017494984715264968,0.0034290170041919336,0.0006129286362307318,0.0032198743085068483,0.00045535899162270756,0.0008925036235805068,0.036613039656978486,24.544785283571304,0.026239771107622895,6.80346737377817,0.0167407197537589,0.016127791117528163,0.0018357122030197375,0.0017494984715264968
2A_PCA_k1,5,0.5,0.00794666032264805,0.002573396627568217,0.0003639332412072157,0.0007133091527661428,0.9020255441948531,0.17430891657792907,0.024651003386706772,0.048315966637945275,0.1421362799611533,0.024177326226869158,0.003419190265195709,0.00670161291978359,0.09514647635605894,0.10014313964497565,0.014162378626454733,0.027758262107851275,0.01724762931480798,0.014352581389211798,0.0020297615255687003,0.003978332590114653,0.016917375373334,0.013982130235336232,0.0019773718209679415,0.0038756487690971655,0.0003302539414739839,0.005074207060913837,0.000717601244383367,0.0014064984389913992,0.019147787527555304,1.3320534623464875,0.041103056385401314,0.36922638216226256,0.01724762931480798,0.016917375373334,0.0020297615255687003,0.0019773718209679415
2A_PCA_k1,5,1.0,0.025404884767250387,0.0033876840926948446,0.00047909087889246423,0.0009390181226292299,0.9146187245116573,0.17457687511229653,0.024688898446052376,0.048390240954262656,0.33966436621908924,0.025243730343829845,0.00357000258171334,0.006997205060158146,0.10280086368152036,0.11690804910541797,0.016533294859546185,0.03240525792471052,0.01856279845330446,0.017118327425919563,0.002420897081087876,0.004744958278932237,0.01639899902111975,0.013302997868657115,0.0018813280006075269,0.0036874028811907525,0.0021637994321847057,0.009763340712986741,0.0013807448850375252,0.0027062599746735493,0.11656644538957006,10.782435194714923,0.06583029537855659,2.988738553203866,0.01856279845330446,0.01639899902111975,0.002420897081087876,0.0018813280006075269
2A_PCA_k2,3,0.3,0.0014434518949623112,0.0016773097040265353,0.0002372074131734328,0.0004649265298199283,0.8125704110437352,0.2886643241361898,0.040823300216666275,0.0800136684246659,0.02793535272529919,0.02010484378102967,0.0028432542744524533,0.005572778377926808,0.1002340971219488,0.10627301857616109,0.015029274418473487,0.029457377860208033,0.015221504090692164,0.01305449151146688,0.0018461838945400906,0.0036185204332985776,0.015179615382514949,0.012466957132296199,0.0017630939858017272,0.0034556642121713853,4.1888708177218076e-05,0.002721855200222273,0.0003849284538970074,0.0007544597696381345,0.0027519427730423596,1.368536339281114,0.02518523233976121,0.37933891971590866,0.015221504090692164,0.015179615382514949,0.0018461838945400906,0.0017630939858017272
2A_PCA_k2,3,0.5,0.00555384214364961,0.0030212778209535427,0.00042727320700895315,0.0008374554857375481,0.8460373869443102,0.2394633750400773,0.03386523526733122,0.06637586112396919,0.07823461090897005,0.03053164801283468,0.004317827070135236,0.008462941057465062,0.06466071641811676,0.06720333258932133,0.009503986438448804,0.018627813419359655,0.020953870911967966,0.016049797295853683,0.0022697841009135305,0.00444877683779052,0.01916427431509113,0.015059575510339096,0.0021297455930303273,0.0041743013623394415,0.0017895965968768221,0.004374549892793725,0.0006186547787666655,0.0012125633663826643,0.08540649144949608,0.9025398648544861,0.027622440724242785,0.2501712870220805,0.020953870911967966,0.01916427431509113,0.0022697841009135305,0.0021297455930303273
2A_PCA_k2,3,1.0,0.02894452441914513,0.005354291912397375,0.0007572112239416943,0.001484133998925721,0.8515910642950457,0.2372453034012178,0.0335515525679322,0.06576104303314712,0.27877063416449444,0.03241149096413229,0.00458367700982089,0.008984006939248945,0.1013518827740568,0.10571719930718249,0.014950669703631703,0.029303312619118137,0.019020562654715214,0.015148591769945055,0.0021423343931909746,0.004198975410654311,0.016798238495851825,0.013278467097443661,0.0018778588256729732,0.003680603298319027,0.0022223241588633803,0.008350516631222594,0.001180941387269708,0.002314645119048628,0.1168379820936829,2.122939490973636,0.05687073004590394,0.5884488047655408,0.019020562654715214,0.016798238495851825,0.0021423343931909746,0.0018778588256729732
2A_PCA_k2,5,0.3,0.0017589319869383063,0.0017206901598906357,0.00024334233607592663,0.00047695097870881616,0.8737866694933659,0.1987568214248165,0.028108459247314282,0.055092580124735994,0.029273026705438344,0.02336340996906802,0.0033040851241538764,0.006476006843341597,0.0697403872892653,0.08620256514605672,0.012190883674090366,0.02389413200121712,0.0167407197537589,0.012980445470621526,0.0018357122030197375,0.0035979959179186856,0.016228412547293576,0.012914249301038218,0.001826350650939551,0.00357964727584152,0.0005123072064653303,0.0038678693355618694,0.0005469993271838608,0.0010721186812803671,0.03060245998982769,4.454542274873679,0.03228755409743191,1.2347361234609686,0.0167407197537589,0.016228412547293576,0.0018357122030197375,0.001826350650939551
2A_PCA_k2,5,0.5,0.00643783056005477,0.0033690627211178247,0.0004764574192690432,0.0009338565417673246,0.939677538923268,0.13999126241989623,0.019797754192794823,0.03880359821787785,0.09169535089343257,0.03312439314738695,0.004684496603441304,0.009181613342744956,0.08917463784457104,0.11250972757727276,0.015911278263868137,0.031186105397181547,0.01724762931480798,0.014352581389211798,0.0020297615255687003,0.003978332590114653,0.01705766457560712,0.013490465671409897,0.0019078399515236536,0.003739366304986361,0.00018996473920085782,0.004074177081591086,0.000576175648429575,0.001129304270921967,0.0110139623094615,1.4101343774096227,0.03297848359611523,0.39086930761504085,0.01724762931480798,0.01705766457560712,0.0020297615255687003,0.0019078399515236536
2A_PCA_k2,5,1.0,0.02907431753687947,0.005048813560645176,0.0007140100611357605,0.0013994597198260905,0.9109628161008223,0.17154102990482173,0.024259565099484758,0.04754874759499012,0.30699413365360234,0.03835765656951645,0.005424591814145961,0.010632199955726084,0.0966664632044972,0.1072367260764032,0.015165563240173792,0.02972450395074063,0.01856279845330446,0.017118327425919563,0.002420897081087876,0.004744958278932237,0.01657022766201798,0.013152244349578018,0.0018600082334818138,0.003645616137624355,0.0019925707912864703,0.00979219174937817,0.001384825037732853,0.0027142570739563917,0.10734215513349887,6.049412652553067,0.06645344370591401,1.6768116378558615,0.01856279845330446,0.01657022766201798,0.002420897081087876,0.0018600082334818138
2A_PCA_k3,3,0.3,0.0015248522448063242,0.00174004629320805,0.00024607970670118554,0.00048231622513432367,0.8142143237013378,0.27437498744898275,0.03880248284262991,0.07605286637155462,0.02742297736402689,0.017602945413772077,0.0024894324141869744,0.00487928753180647,0.09705740963761349,0.09495403684591663,0.013428528670956988,0.026319916195075697,0.015221504090692164,0.01305449151146688,0.0018461838945400906,0.0036185204332985776,0.01510735992190262,0.012341563101833746,0.0017453605919496647,0.0034209067602213425,0.00011414416878954725,0.002100487365513258,0.0002970537719902182,0.0005822253931008276,0.007498875808162997,1.544400098273851,0.019159914245307986,0.4280858666830073,0.015221504090692164,0.01510735992190262,0.0018461838945400906,0.0017453605919496647
2A_PCA_k3,3,0.5,0.004638681338473123,0.002787111014718294,0.000394157019685405,0.0007725477585833939,0.8473013356195125,0.24946693813535825,0.03527995272747135,0.06914870734584384,0.06200701874516658,0.028287908440502288,0.004000514376772668,0.00784100817847443,0.0687809569723973,0.07410044308744293,0.010479385159211745,0.02053959491205502,0.020953870911967966,0.016049797295853683,0.0022697841009135305,0.00444877683779052,0.019077910012469737,0.015824048748545858,0.0022378584351846554,0.004386202532961924,0.0018759608994982123,0.004166591262763498,0.0005892449872665379,0.0011549201750424142,0.08952813097778312,0.5690121777813604,0.02801252621326116,0.1577221288388747,0.020953870911967966,0.019077910012469737,0.0022697841009135305,0.0022378584351846554
2A_PCA_k3,3,1.0,0.02552560636489026,0.006241032748447866,0.0008826153156069605,0.0017299260185896425,0.8755740166390018,0.22741703282777978,0.032161625213969355,0.06303678541937993,0.2225578384735758,0.040008185503618746,0.0056580118545156285,0.011089703234850631,0.09273595028350234,0.09204790632022157,0.013017539750610548,0.02551437791119667,0.019020562654715214,0.015148591769945055,0.0021423343931909746,0.004198975410654311,0.017474653099200335,0.013117004610772635,0.001855024581826508,0.0036358481803799554,0.0015459095555148726,0.0068931154789675965,0.0009748337397359888,0.001910674129882538,0.08127570059719802,1.468744377061121,0.04731833912322086,0.4071151706690158,0.019020562654715214,0.017474653099200335,0.0021423343931909746,0.001855024581826508
2A_PCA_k3,5,0.3,0.001392584110385008,0.0017728113195669586,0.0002507133811660136,0.0004913982270853866,0.9080999311195157,0.17660767251460063,0.02497609656892943,0.048953149275101686,0.02787330583702841,0.020408159015135496,0.0028861495262271363,0.005656853071405187,0.08839067946055183,0.10425868613905687,0.014744404793305403,0.02889903339487859,0.0167407197537589,0.012980445470621526,0.0018357122030197375,0.0035979959179186856,0.016259592410766247,0.012844700111558194,0.0018165149102380804,0.0035603692240666375,0.00048112734299264793,0.0029534789542252854,0.0004176849993248904,0.0008186625986767852,0.028739943686389102,11.531299260117834,0.024644782717741513,3.196313081866529,0.0167407197537589,0.016259592410766247,0.0018357122030197375,0.0018165149102380804
2A_PCA_k3,5,0.5,0.004930799931111363,0.0030641994081533797,0.00043334323608261205,0.0008493527427219196,0.9260576586867085,0.13376704794359856,0.01891751734004491,0.03707833398648802,0.07376398039356721,0.03110404878711333,0.004398776763945009,0.008621602457332218,0.0966123762614074,0.11897599093864192,0.016825745998220586,0.032978462156512345,0.01724762931480798,0.014352581389211798,0.0020297615255687003,0.003978332590114653,0.017770073753973572,0.013838306381384387,0.0019570320564827946,0.0038357828307062775,-0.000522444439165584,0.0037146657779887973,0.0005253330722914961,0.0010296528216913324,-0.03029079704983273,1.998285495474368,0.03159176527653235,0.5538964800418851,0.01724762931480798,0.017770073753973572,0.0020297615255687003,0.0019570320564827946
2A_PCA_k3,5,1.0,0.02458147773815935,0.004862417563661307,0.0006876496864450962,0.0013477933854323886,0.8696847111861767,0.18678109620589986,0.026414835944929743,0.0517730784520623,0.23849948057488418,0.04313400055268059,0.006100068858100946,0.011956134961877855,0.10121110185430102,0.11526972849674524,0.016301601337116157,0.031951138620747666,0.01856279845330446,0.017118327425919563,0.002420897081087876,0.004744958278932237,0.016935171404016226,0.013583029557342247,0.0019209304618108022,0.0037650237051491723,0.0016276270492882289,0.008476095298675547,0.001198700892735379,0.0023494537497613425,0.08768220230277246,6.354713183451992,0.05816130816109807,1.761436627529667,0.01856279845330446,0.016935171404016226,0.002420897081087876,0.0019209304618108022
2B_clustering,3,0.3,0.0015749595985463127,0.0015395960782025645,0.0002177317654370495,0.000426754260256617,0.7720308125639197,0.28263575021291215,0.03997073111625948,0.07834263298786857,0.024949804104136452,0.01712269985943602,0.0024215154365658307,0.0047461702556690286,0.1254692070963565,0.11020642263588214,0.015585541755228577,0.03054766184024801,0.015221504090692164,0.01305449151146688,0.0018461838945400906,0.0036185204332985776,0.015474282889790292,0.012263106395034659,0.0017342651380682248,0.0033991596706137205,-0.0002527787990981174,0.002266384352256239,0.0003205151488510935,0.0006282096917481433,-0.01660668995600112,1.7335695774313562,0.021989263818985808,0.4805209711132805,0.015221504090692164,0.015474282889790292,0.0018461838945400906,0.0017342651380682248
2B_clustering,3,0.5,0.006326317979486844,0.002438504460586316,0.0003448566080068456,0.0006759189516934174,0.8757474216925974,0.20404955255569152,0.028856964462042056,0.05655965034560243,0.08163193124081676,0.022038746171089377,0.0031167493732852714,0.006108828771639132,0.09817021065868106,0.08649125144918601,0.012231710082606047,0.023974151761907852,0.020953870911967966,0.016049797295853683,0.0022697841009135305,0.00444877683779052,0.01960693497350988,0.015716505104915027,0.0022226494672476812,0.004356392955805455,0.0013469359384580748,0.003320557165460014,0.00046959769780287135,0.0009204114876936279,0.06428100774872925,0.6143612170915902,0.0220783244209221,0.17029224121976577,0.020953870911967966,0.01960693497350988,0.0022697841009135305,0.0022226494672476812
2B_clustering,3,1.0,0.02511294531539536,0.004250595588731216,0.0006011249929746935,0.0011782049862303994,0.8612266613915287,0.2523274635604616,0.03568449211264077,0.06994160454077591,0.22889181136124148,0.04244227544211837,0.0060022441548218345,0.011764398543450795,0.1178277776295951,0.0864859671303278,0.012230962767066329,0.023972687023450005,0.019020562654715214,0.015148591769945055,0.0021423343931909746,0.004198975410654311,0.017850758469554574,0.013132810976158166,0.0018572599394565124,0.003640229481334764,0.0011698041851606342,0.007767843054216803,0.0010985388997659048,0.0021531362435411733,0.06150208100550825,4.192676166620692,0.05463226148334501,1.1621505415047904,0.019020562654715214,0.017850758469554574,0.0021423343931909746,0.0018572599394565124
2B_clustering,5,0.3,0.0021532642757263816,0.0015812578571981512,0.0002236236307258644,0.00043830231622269425,0.8687026939606467,0.20292134216401836,0.028697411418330612,0.056246926379928,0.03026844047334795,0.012696492990303442,0.001795555258146206,0.0035192883059665635,0.1411799325490847,0.07729280987827479,0.010930854000378134,0.021424473840741143,0.0167407197537589,0.012980445470621526,0.0018357122030197375,0.0035979959179186856,0.015950821587582556,0.012416870664443485,0.0017560106895888599,0.003441780951594165,0.0007898981661763387,0.0025772680790405265,0.0003644807471250366,0.0007143822643650718,0.04718424164522461,2.392801916918853,0.02074202919379789,0.6632508529038803,0.0167407197537589,0.015950821587582556,0.0018357122030197375,0.0017560106895888599
2B_clustering,5,0.5,0.00589523297937145,0.0027232134134082364,0.0003851205342478258,0.0007548362471257385,0.8877011200282606,0.191343814228986,0.027060101715883,0.053037799363130675,0.08104871261828678,0.019796982093664758,0.0027997160570918007,0.0054874434718999296,0.16152963275106383,0.0840985901963366,0.011893336683211622,0.023310939899094777,0.01724762931480798,0.014352581389211798,0.0020297615255687003,0.003978332590114653,0.017157409793036146,0.013718935604005188,0.0019401504792507264,0.0038026949393314235,9.021952177183992e-05,0.004316464359015186,0.0006104402438019365,0.0011964628778517955,0.00523083608333208,1.5906273144433019,0.03521668199786458,0.4408993972702949,0.01724762931480798,0.017157409793036146,0.0020297615255687003,0.0019401504792507264
2B_clustering,5,1.0,0.0255986149631998,0.0046082272184731436,0.0006517017430861563,0.0012773354164488664,0.9084802902395951,0.20032436134353554,0.02833014286857565,0.055527080022408276,0.2165859798390297,0.028464043143107142,0.0040254235852955015,0.007889830227179182,0.1560722013809441,0.10589892108592917,0.014976369044039916,0.029353683326318235,0.01856279845330446,0.017118327425919563,0.002420897081087876,0.004744958278932237,0.017027794473362213,0.01535171907552047,0.00217106093223428,0.0042552794271791886,0.0015350039799422379,0.0070950691577505625,0.0010033943028865898,0.001966652833657716,0.08269248754726377,1.6853546386360234,0.0502116885123066,0.4671564719240243,0.01856279845330446,0.017027794473362213,0.002420897081087876,0.00217106093223428
GMM,3,0.3,0.0009086555365367473,0.0016578487507956621,0.00023445521877385188,0.0004595322287967497,0.8503258633384414,0.22845847027105065,0.03230890670963304,0.06332545715088075,0.017446871248508265,0.013818228685871679,0.001954192641553268,0.003830217577444405,0.11585252952900654,0.09542122995068027,0.013494599753457381,0.026449415516776466,0.015221504090692164,0.01305449151146688,0.0018461838945400906,0.0036185204332985776,0.015666561309151866,0.01275606868275691,0.0018039805333717523,0.0035358018454086345,-0.000445057218459693,0.0020588614320532915,0.0002911669760256657,0.0005706872730103047,-0.02923871490018204,1.195473095360124,0.020214370687134196,0.33136823592244463,0.015221504090692164,0.015666561309151866,0.0018461838945400906,0.0018039805333717523
GMM,3,0.5,0.004654330398086341,0.0026753809875947948,0.00037835600771716837,0.00074157777512565,0.8686867720593026,0.23080522933065076,0.032640788558603875,0.0639759455748636,0.05716123163810851,0.024835929940807855,0.0035123308956438487,0.006884168555461943,0.07626203796132319,0.06397824132535505,0.009047889657909593,0.0177338637295028,0.020953870911967966,0.016049797295853683,0.0022697841009135305,0.00444877683779052,0.01951984263466624,0.01686928233571467,0.002385676786666857,0.00467592650186704,0.0014340282773017284,0.003751098663026849,0.0005304854603052154,0.0010397515021982222,0.06843739198959509,1.351509809312138,0.027131759498680883,0.3746194063938622,0.020953870911967966,0.01951984263466624,0.0022697841009135305,0.002385676786666857
GMM,3,1.0,0.017700136021441163,0.004789719803897549,0.0006773686706638914,0.001327642594501227,0.8460505453390823,0.221637940252328,0.031344338104128,0.061434902684090874,0.1717566356218372,0.03968896024475018,0.00561286658546123,0.011001218507504011,0.09440558918080039,0.08379181304823183,0.011849951842864031,0.0232259056120135,0.019020562654715214,0.015148591769945055,0.0021423343931909746,0.004198975410654311,0.01872090524336637,0.01443266202093689,0.002041086637115603,0.004000529808746582,0.0002996574113488263,0.005807882679862443,0.0008213586454533263,0.0016098629450885195,0.015754392590197952,3.2465952925889225,0.042662265811502516,0.8999103024859166,0.019020562654715214,0.01872090524336637,0.0021423343931909746,0.002041086637115603
GMM,5,0.3,0.0013740392471307272,0.0018319200592028973,0.00025907261929080603,0.0005077823338099798,0.8155860214517854,0.21127345914557238,0.029878579129314648,0.05856201509345671,0.022759456942616333,0.012035320866590479,0.0017020513997044165,0.003336020743420656,0.10876104792537193,0.06896695765086241,0.009753400686546052,0.019116665345630262,0.0167407197537589,0.012980445470621526,0.0018357122030197375,0.0035979959179186856,0.016882623107985793,0.012794516506593058,0.0018094178767630335,0.0035464590384555457,-0.00014190335422688114,0.002205781849486804,0.00031194466071806466,0.0006114115350074067,-0.008476538423327407,9.397336582802636,0.01881297129952882,2.604808805734527,0.0167407197537589,0.016882623107985793,0.0018357122030197375,0.0018094178767630335
GMM,5,0.5,0.0036919146627165038,0.0022793976098967055,0.0003223555013956738,0.0006318167827355207,0.8871411344109206,0.18295705658239833,0.025874035075068944,0.05071310874713513,0.045502714581232395,0.01936519939635758,0.002738652762438816,0.0053677594143800795,0.09729682349367087,0.05628594027720193,0.0079600340110941,0.015601666661744437,0.01724762931480798,0.014352581389211798,0.0020297615255687003,0.003978332590114653,0.016505742729703565,0.014255274586420673,0.0020160002655468627,0.003951360520471851,0.000741886585104402,0.002507010906720564,0.0003545448825301492,0.0006949079697590924,0.043013829411759574,0.5684009308430613,0.020541505591147546,0.1575526998316948,0.01724762931480798,0.016505742729703565,0.0020297615255687003,0.0020160002655468627
GMM,5,1.0,0.0157422720960793,0.004646148168319275,0.0006570645752432033,0.0012878465674766783,0.8711303703025105,0.19968101521191645,0.028239159986112053,0.05534875357277962,0.14353987672212404,0.03861702382359716,0.005461271882981602,0.01070409289064394,0.09635139758488137,0.047286913396671834,0.006687379424833531,0.01310726367267372,0.01856279845330446,0.017118327425919563,0.002420897081087876,0.004744958278932237,0.0175446564214691,0.015823020717951688,0.002237713049703774,0.0043859175774193975,0.0010181420318353496,0.004645331965978696,0.0006569491468012345,0.0012876203277304196,0.05484852051788092,0.9559095344131571,0.0331531083644012,0.26496460468189215,0.01856279845330446,0.0175446564214691,0.002420897081087876,0.002237713049703774
PS_propensity_score,3,0.3,0.0011425204769495074,0.0013669315454048333,0.00019331331303471295,0.0003788940935480374,0.8539144223949353,0.22953431865388416,0.032461054647039064,0.06362366710819657,0.013297427961638894,0.013579470677169182,0.0019204271601500414,0.003764037233894081,0.06247647306629304,0.08224845772473993,0.011631688439859737,0.022798109342125082,0.015221504090692164,0.01305449151146688,0.0018461838945400906,0.0036185204332985776,0.014572266099445355,0.011688437314398878,0.001652994657297065,0.0032398695283022473,0.0006492379912468068,0.0035868576015596764,0.0005072582666426725,0.000994226202619638,0.04265268316314508,1.600265016722224,0.03107267420796052,0.4435708320477963,0.015221504090692164,0.014572266099445355,0.0018461838945400906,0.001652994657297065
PS_propensity_score,3,0.5,0.0025708709948073145,0.0024383180931291477,0.0003448302516682944,0.000675867293269857,0.8753310673928278,0.21808548033915398,0.030841944405228253,0.06045021103424737,0.027125536262889015,0.023960314853480404,0.0033885002224521505,0.006641460436006215,0.05588993102303734,0.07188377004208181,0.010165900250802088,0.01992516449157209,0.020953870911967966,0.016049797295853683,0.0022697841009135305,0.00444877683779052,0.0189078008014681,0.015080319885532226,0.002132679290704435,0.004180051409780693,0.0020460701104998494,0.005252385405948466,0.0007427994675902835,0.0014558869564769556,0.09764640238053757,0.49320003293314807,0.03334044667726381,0.13670807440523536,0.020953870911967966,0.0189078008014681,0.0022697841009135305,0.002132679290704435
PS_propensity_score,3,1.0,0.007976196006969433,0.005830116956746949,0.000824503047045289,0.0016160259722087663,0.9048098790358496,0.18786541764014555,0.02656818215275795,0.05207363701940558,0.07635213049208436,0.0620131110418331,0.008769978268030911,0.017189157405340584,0.046494238575641784,0.055574646654314365,0.007859441902262392,0.015404506128434288,0.019020562654715214,0.015148591769945055,0.0021423343931909746,0.004198975410654311,0.01769501567490525,0.013433239221109209,0.0018997469093094833,0.003723503942246587,0.00132554697980996,0.007646292372590653,0.0010813490375187651,0.0021194441135367796,0.06969020863751152,5.7071339349674854,0.05366175249143829,1.5819368177697064,0.019020562654715214,0.01769501567490525,0.0021423343931909746,0.0018997469093094833
PS_propensity_score,5,0.3,0.0012025530702668313,0.0015310554830297717,0.0002165239428846393,0.000424386928053893,0.9005556977377842,0.16675246551487977,0.023582359829029478,0.046221425264897774,0.02018986005828923,0.015803257468585737,0.0022349181041747854,0.004380439484182579,0.08691877222063471,0.10656256997217399,0.015070223169598038,0.02953763741241215,0.0167407197537589,0.012980445470621526,0.0018357122030197375,0.0035979959179186856,0.015435926278854513,0.012174482619840358,0.0017217318435853762,0.0033745944134273374,0.0013047934749043702,0.004612553354221077,0.0006523135510708958,0.0012785345600989557,0.0779413008578328,23.384437965739696,0.036881725744933196,6.481835506645791,0.0167407197537589,0.015435926278854513,0.0018357122030197375,0.0017217318435853762
PS_propensity_score,5,0.5,0.002620375626045945,0.0025639321282645124,0.00036259475887957874,0.0007106857274039744,0.8902015650550195,0.19184265311403975,0.027130648187551207,0.053176070447600365,0.03206706370790738,0.026592936948050008,0.0037608092095264903,0.007371186050671921,0.06342439811975682,0.07742958380919165,0.010950196755186305,0.021462385640165157,0.01724762931480798,0.014352581389211798,0.0020297615255687003,0.003978332590114653,0.01701173614163274,0.013468870570269407,0.0019047859430322838,0.0037333804483432763,0.00023589317317524865,0.005533146958014276,0.0007825051470627223,0.0015337100882429357,0.013676846183881763,2.861220596168896,0.044834859862463945,0.7930898865204838,0.01724762931480798,0.01701173614163274,0.0020297615255687003,0.0019047859430322838
PS_propensity_score,5,1.0,0.010612349867185311,0.0057483471962993,0.0008129390566235825,0.0015933605509822217,0.867361095141953,0.18578767699978765,0.02627434525348916,0.05149771669683875,0.11249174220144986,0.07375993613964195,0.010431230204845503,0.020445211201497185,0.07028654716697062,0.06904724339210662,0.009764754804959325,0.019138919417720276,0.01856279845330446,0.017118327425919563,0.002420897081087876,0.004744958278932237,0.017584846839707922,0.014035114564735988,0.0019848649366909794,0.0038903352759143196,0.0009779516135965422,0.009311271717370973,0.001316812674564705,0.0025809528421468215,0.05268341495257933,9.212739763242785,0.0672355127660184,2.5536411778792014,0.01856279845330446,0.017584846839707922,0.002420897081087876,0.0019848649366909794
Prognostic_score,3,0.3,0.002534647541027355,0.0014764432242231984,0.00020880060317703076,0.0004092491822269803,0.9061219405980124,0.20989365475181948,0.02968344532060791,0.058179552828391504,0.04878468743964153,0.0179474599529023,0.0025381541275542423,0.0049747820900063145,0.0731753226585343,0.09956806583717277,0.014081050908618697,0.027598859780892646,0.015221504090692164,0.01305449151146688,0.0018461838945400906,0.0036185204332985776,0.01508791237382672,0.012077286105220188,0.0017079861806662525,0.003347652914105855,0.0001335917168654501,0.0032024853461556663,0.0004528998209834439,0.0008876836491275501,0.00877651223357978,1.5225449546124015,0.02932669351004919,0.4220279299305749,0.015221504090692164,0.01508791237382672,0.0018461838945400906,0.0017079861806662525
Prognostic_score,3,0.5,0.007675472471203499,0.0024374606401805186,0.0003447089895093896,0.0006756296194384036,0.851596642100557,0.2255285313564125,0.031894550774632435,0.06251331951827957,0.11023274572940724,0.025098702274590982,0.0035494925154691014,0.006957005330319439,0.08403105148664007,0.10389942990247443,0.014693598289091203,0.028799452646618758,0.020953870911967966,0.016049797295853683,0.0022697841009135305,0.00444877683779052,0.01880695105604683,0.015399824099618762,0.002177864009984089,0.0042686134595688145,0.00214691985592111,0.004697269040342053,0.0006642941582966984,0.0013020165502615289,0.10245934342827834,1.2054776269074616,0.030493614442902554,0.33414135058553374,0.020953870911967966,0.01880695105604683,0.0022697841009135305,0.002177864009984089
Prognostic_score,3,1.0,0.025487706711778055,0.005743920344550719,0.0008123130052454367,0.001592133490281056,0.7503728010655846,0.26400268318225334,0.037335617505923006,0.0731778103116091,0.2943664157594499,0.038350546192994446,0.005423586255054861,0.010630229059907528,0.11274034128684203,0.11241003392939394,0.01589717945297687,0.03115847172783466,0.019020562654715214,0.015148591769945055,0.0021423343931909746,0.004198975410654311,0.017480776461624867,0.013400033854584062,0.0018950509613411403,0.003714299884228635,0.0015397861930903443,0.007345770314599406,0.0010388488004984156,0.0020361436489768946,0.08095376677559185,2.1852451502096204,0.05100276343813363,0.6057190523931494,0.019020562654715214,0.017480776461624867,0.0021423343931909746,0.0018950509613411403
Prognostic_score,5,0.3,0.0023419285265686915,0.0018203043807781603,0.0002574299142943633,0.0005045626320169521,0.9088444483485084,0.16712857649011478,0.023635549953242952,0.046325677908356185,0.05801716174053003,0.019207622379619153,0.0027163680070198385,0.005324081293758883,0.08409248058049063,0.1066534140283502,0.015083070459228576,0.02956281810008801,0.0167407197537589,0.012980445470621526,0.0018357122030197375,0.0035979959179186856,0.016327561140473963,0.012585552688434714,0.001779865930194554,0.0034885372231813257,0.00041315861328493407,0.004587610063866157,0.000648786037119882,0.0012716206327549686,0.024679859609511023,28.8644530604721,0.038136886902555005,8.000818193765841,0.0167407197537589,0.016327561140473963,0.0018357122030197375,0.001779865930194554
Prognostic_score,5,0.5,0.007526959638736227,0.0026330954887109864,0.00037237593511584894,0.0007298568328270639,0.8814500074682321,0.1951904341342121,0.02760409591980951,0.05410402800282663,0.12930077157774808,0.02995333219521604,0.004236040862874119,0.008302640091233274,0.10894979528511221,0.12653410694679865,0.01789462501469303,0.03507346502879834,0.01724762931480798,0.014352581389211798,0.0020297615255687003,0.003978332590114653,0.016565147900615383,0.013067248193562591,0.0018479879618231543,0.0036220564051733825,0.0006824814141926041,0.004992840375753752,0.0007060942574154935,0.0013839447445343673,0.039569578040887676,2.4085221118770996,0.039211980200417336,0.6676082686348483,0.01724762931480798,0.016565147900615383,0.0020297615255687003,0.0018479879618231543
